dataset,record_id,title,tier,decision,models_called,sprt_early_stop,p_include,exclude_certainty_passes,loss_prefers_exclude,effective_difficulty,publication_hard_keyword,title_patterns,study_design_include_title_hits,study_design_exclude_title_hits,criteria_notes_review_of_reviews,inferred_path
Menon_2022,https://openalex.org/W3004885607,Mouthwash With Alcohol and Oral Carcinogenesis: Systematic Review and Meta-analysis,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3012482498,A time‐to‐event analysis on air pollutants with the risk of cardiovascular disease and mortality: A systematic review and meta‐analysis of 84 cohort studies,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3008712479,"Health effects of living near an incinerator: A systematic review of epidemiological studies, with focus on last generation plants",0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3021545254,Impact of shift work on blood pressure among emergency medical services clinicians and related shift workers: A systematic review and meta-analysis,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3011085354,"Dietary Intake of Acrylamide and Risk of Breast, Endometrial, and Ovarian Cancers: A Systematic Review and Dose–Response Meta-analysis",0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3004623156,"Food environment near schools and body weight—A systematic review of associations by race/ethnicity, gender, grade, and socio‐economic factors",0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3010778131,"Quiet, clean, green, and active: A Navigation Guide systematic review of the impacts of spatially correlated urban exposures on a range of physical health outcomes",0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3006585406,Foetal and childhood exposure to famine and the risks of cardiometabolic conditions in adulthood: A systematic review and meta‐analysis of observational studies,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3021472548,Effects of prenatal exposure to NO2 on children’s neurodevelopment: a systematic review and meta-analysis,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3028697666,Effect of Food Environment Interventions on Anthropometric Outcomes in School-Aged Children and Adolescents in Low- and Middle-Income Countries: A Systematic Review and Meta-Analysis,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3012247440,Occupational lifting and adverse pregnancy outcome: a systematic review and meta-analysis,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3007444100,Toxicity of polybrominated diphenyl ethers (PBDEs) on rodent male reproductive system: A systematic review and meta-analysis of randomized control studies,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3020882052,Systematic review and meta-analysis of case-crossover and time-series studies of short term outdoor nitrogen dioxide exposure and ischemic heart disease morbidity,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3022929316,Dose-related effect of secondhand smoke on cardiovascular disease in nonsmokers: Systematic review and meta-analysis,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3027152297,The association between exposure to second-hand smoke and sleep disturbances: A systematic review and meta-analysis,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3007492384,Association between indoor formaldehyde exposure and asthma: A systematic review and meta‐analysis of observational studies,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3008117379,Influence of residential greenness on adverse pregnancy outcomes: A systematic review and dose-response meta-analysis,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3020494631,Oral radiation‐induced sarcomas: Systematic review,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3025831035,Exposure to light at night (LAN) and risk of obesity: A systematic review and meta-analysis of observational studies,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3015335149,The association between environmental endocrine disruptors and cardiovascular diseases: A systematic review and meta-analysis,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3004398067,Occupational exposure to formaldehyde and risk of lung cancer: A systematic review and meta‐analysis,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3014686162,A Systematic Review of the Effects of Perinatal Alcohol Exposure and Perinatal Marijuana Exposure on Adult Neurogenesis in the Dentate Gyrus,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3017296821,Global evidence on occupational sun exposure and keratinocyte cancers: a systematic review,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3014254929,Association between exposure to air pollutants and attention-deficit hyperactivity disorder (ADHD) in children: a systematic review and meta-analysis,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3026681838,A systematic review and meta-analysis of haematological malignancies in residents living near petrochemical facilities,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3003486551,Association of phthalate exposure with precocious and delayed pubertal timing in girls and boys: a systematic review and meta-analysis,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3014766384,Dietary factors and risk of mortality among patients with esophageal cancer: a systematic review,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3021999181,Relationship between gestational acrylamide exposure and offspring’s growth: a systematic review and meta-analysis of cohort studies,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W2991834073,Alterations in circadian rhythms following alcohol use: A systematic review,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3008896481,Air pollution exposure and adverse sleep health across the life course: A systematic review,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W2944161315,Short and Long Term Exposure to Ambient Air Pollution and Impact on Health in India: A Systematic Review,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3020889606,The association between road traffic noise and myocardial infarction: A systematic review and meta-analysis,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3023242713,Arsenic Exposure and Risk of Urothelial Cancer: Systematic Review and Meta-Analysis,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3017013680,Risk factors for development of lower limb osteoarthritis in physically demanding occupations: A systematic review and meta-analysis,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W2994822050,Environmental temperature and human epigenetic modifications: A systematic review,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W2986709363,Neurodevelopmental Outcomes of Children Born to Opioid-Dependent Mothers: A Systematic Review and Meta-Analysis,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3020012671,A Systematic Review and Meta-Analysis of Associations between Green and Blue Spaces and Birth Outcomes,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3001609204,microRNAs expression in relation to particulate matter exposure: A systematic review,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W2974051163,The association between pesticide use and cutaneous melanoma: a systematic review and meta‐analysis,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W2922284256,Indoor Nature Interventions for Health and Wellbeing of Older Adults in Residential Settings: A Systematic Review,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3003014008,Systematic review and meta-analysis of epidemiological literature evaluating the association between exposure to man-made vitreous fibers and respiratory tract cancers,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3008143010,Is job strain a risk factor for musculoskeletal pain? A systematic review and meta-analysis of 21 longitudinal studies,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3011703283,Environmental exposures and breast cancer risk in the context of underlying susceptibility: A systematic review of the epidemiological literature,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W2998109480,Effect of greenness on asthma in children: A systematic review,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3014639602,Association between ambient air pollution and pregnancy complications: A systematic review and meta-analysis of cohort studies,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W2999709636,The effects of postnatal exposure of endocrine disruptors on testicular function: a systematic review and a meta-analysis,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3029275367,Work-relatedness of inguinal hernia: a systematic review including meta-analysis and GRADE,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3017158562,Respiratory and Allergic Effects in Children Exposed to Pesticides—A Systematic Review,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3008453743,Relationship of chronic kidney disease with major air pollutants - A systematic review and meta-analysis of observational studies,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3023872435,"Association between pesticide exposure and paraoxonase-1 (PON1) polymorphisms, and neurobehavioural outcomes in children: a systematic review",0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W2913324897,Neurodevelopmental effects of prenatal vitamin D in humans: systematic review and meta-analysis,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W2985765771,Prevalence of respiratory conditions among people who use illicit opioids: a systematic review,0,EXCLUDE,0,False,,,,,systematic review,systematic review,systematic review,,True,metadata_publication_hard_rule_precheck
Menon_2022,https://openalex.org/W3022597286,Association between exposure to polychlorinated biphenyls and risk of hypertension: A systematic review and meta-analysis,0,EXCLUDE,0,False,,,,,systematic review,meta-analysis|systematic review,systematic review|meta-analysis,,True,metadata_publication_hard_rule_precheck
Walker_2018,https://openalex.org/W1975821225,Influence of paternal immunity on idiotype expression in offspring,2,EXCLUDE,2,True,0.007543793988065841,True,True,0.4991815879384184,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2068921113,"Male-biased sex-ratio distortion caused by Octosporea bayeri, a vertically and horizontally-transmitted parasite of Daphnia magna",2,EXCLUDE,2,True,0.007532588003541521,True,True,0.49971438146990377,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2983632226,Directional selection for growth at two ambient temperatures inCoturnix coturnix japonica1,2,EXCLUDE,2,True,0.007533315163773078,True,True,0.4996797844546084,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2413787478,Triploid F2 progeny of water frogs (Rana esculenta complex).,2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W1995916301,"Conditioned visual flight orientation in Drosophila: dependence on age, practice, and diet.",2,EXCLUDE,2,True,0.007533315163773078,True,True,0.4996797844546084,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W267097153,"Effects of Irradiated Diets on Production of Progeny by Several Successive Generations of the Indian-Meal Moth, Plodia interpunctella (Hübner)",2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W1608428859,Tetracycline treatment influences mitochondrial metabolism and mtDNA density two generations after treatment in Drosophila,2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2410803379,"Growth, Reproductive Productivity and Longevity of Mice Fed Polyunsaturated Ruminant-Derived Foodstuffs",2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2078782991,Controlling for the Effects of History and Nonequilibrium Conditions in Gene Flow Estimates in Northern Bullfrog (Rana catesbeiana) Populations,2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2592790518,Editorial,0,EXCLUDE,0,False,,,,,editorial,editorial,,editorial,False,metadata_publication_hard_rule_precheck
Walker_2018,https://openalex.org/W2135802673,Transmission Dynamics of Heritable Silencing Induced by Double-Stranded RNA in <i>Caenorhabditis elegans</i>,2,EXCLUDE,2,True,0.007534333305023912,True,True,0.4996313486384206,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2045641744,Transgenerational memory effect of ageing inDrosophila,2,EXCLUDE,2,True,0.007534333305023912,True,True,0.4996313486384206,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2133804211,Persistence of dengue-3 virus through transovarial transmission passage in successive generations of Aedes aegypti mosquitoes.,2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W1507693955,What maintains noncytoplasmic incompatibility inducing<i>Wolbachia</i>in their hosts: a case study from a natural<i>Drosophila yakuba</i>population,2,EXCLUDE,2,True,0.0075321517408103965,True,True,0.49973513968041494,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2095102047,Transgenerational epigenetic inheritance of longevity in Caenorhabditis elegans,2,EXCLUDE,2,True,0.007533315163773078,True,True,0.4996797844546084,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2126025473,Effects of human contraceptive on reproduction and offspring in Chrysomya megacephala,2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2001603328,Transgenerational Inheritance of an Acquired Small RNA-Based Antiviral Response in C. elegans,2,EXCLUDE,2,True,0.0075321517408103965,True,True,0.49973513968041494,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2395874879,Harming future people.,2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W1978759717,"Interspecific Transfer of the ""Sex-Ratio"" Agent of Drosophila willistoni in Drosophila bifasciata and Drosophila melanogaster",2,EXCLUDE,2,True,0.007532588003541521,True,True,0.49971438146990377,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W1978188427,Transgenerational effects of parent and grandparent gender on offspring development in a biparental beetle species,2,EXCLUDE,2,True,0.007533315163773078,True,True,0.4996797844546084,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2074008668,Hsp90 Affecting Chromatin Remodeling Might Explain Transgenerational Epigenetic Inheritance in Drosophila,2,EXCLUDE,2,True,0.0075321517408103965,True,True,0.49973513968041494,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2113166762,Transgenerational effects of food availability on age at maturity and reproductive output in an asexual collembolan species,2,EXCLUDE,2,True,0.007535642544219033,True,True,0.49956907402790135,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2463936533,Reduction in susceptibility to Brugia malayi of F2 progeny of Aedes togoi treated with ethyl methanesulfonate.,2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2002468696,Effects of Removal of &lt;I&gt;Cardinium&lt;/I&gt; Infection on Fitness of the Stored-Product Pest &lt;I&gt;Liposcelis bostrychophila&lt;/I&gt; (Psocoptera: Liposcelididae),2,EXCLUDE,2,True,0.007532588003541521,True,True,0.49971438146990377,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2105641593,Production and progeny testing of androgenetic rosy barbPuntius conchonius,2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2005585761,Behavior and Development of Preschool Children Born to Adolescent Mothers: Risk and 3-Generation Households,2,EXCLUDE,2,True,0.007534333305023912,True,True,0.4996313486384206,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W1976129214,The inheritance of radiation induced semi-sterility in Rhodnius prolixus,2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2119887133,The Promoter Targeting Sequence mediates epigenetically heritable transcription memory,2,EXCLUDE,2,True,0.007535642544219033,True,True,0.49956907402790135,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2126613986,"Effects of Ginsenosides, Active Ingredients of Panax ginseng, on Development, Growth, and Life Span of Caenorhabditis elegans",2,EXCLUDE,2,True,0.0075321517408103965,True,True,0.49973513968041494,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2162038905,Some second-generation effects of survival of the Nazi persecution.,2,EXCLUDE,2,True,0.007535642544219033,True,True,0.49956907402790135,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2131821766,"Biomphalaria tenagophila (Orbigny, 1835) (Mollusca): adaptation to desiccation and susceptibility to infection with Schistosoma mansoni Sambon, 1907",2,EXCLUDE,2,True,0.007532588003541521,True,True,0.49971438146990377,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2080376636,"The effect of Emblica officinalis diet on lifespan, sexual behavior, and fitness characters in Drosophila melanogaster",2,EXCLUDE,2,True,0.0075321517408103965,True,True,0.49973513968041494,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W4253895676,Retraction,0,EXCLUDE,0,False,,,,,retraction,retraction,,retraction,False,metadata_publication_hard_rule_precheck
Walker_2018,https://openalex.org/W2163858599,Germ line imprinting in Drosophila: Epigenetics in search of function,2,EXCLUDE,2,True,0.007532588003541521,True,True,0.49971438146990377,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2087501214,Context‐Dependent Intergenerational Effects: The Interaction between Past and Present Environments and Its Effect on Population Dynamics,2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2037819077,Plastic and Heritable Components of Phenotypic Variation in Nucella lapillus: An Assessment Using Reciprocal Transplant and Common Garden Experiments,2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2091325618,Preclinical toxicity profile of oral bilastine,2,EXCLUDE,2,True,0.0075320063254680145,True,True,0.49974205908412506,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2131957245,Obtention du cycle de vie complet d'Helix aperta Born de sites tunisiens en conditions contrôlées. Influence de la photopériode,2,EXCLUDE,2,True,0.007534333305023912,True,True,0.4996313486384206,,,,,False,post_llm_router_or_output_mutation
Walker_2018,https://openalex.org/W2144327573,Verification of epigenetic inheritance in a unicellular model system: multigenerational effects of hormonal imprinting,2,EXCLUDE,2,True,0.007533315163773078,True,True,0.4996797844546084,,,,,False,post_llm_router_or_output_mutation
